listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
13986492,Groovy room for Rotation_Interview & Step2CS ❤️,Private room in home,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-13986492/original/feab7e73-71b3-4bc9-b67e-c3461962d576.jpeg,27,15856042,Vanessa,,,FALSE,39.9602,-75.2022,,,1,0,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Dining table,Laundromat nearby,Free street parking,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,10,0,287,4.63,4.8,4.9,4.7,4.9,4.5,4.6,5162,5162,65.4,65.4,0.211,0,13.7,13.7,0,0,77,0,288,365,1832,1832,66.4,66.4,0.3,0,19.5,19.5,0,0,27,0,63,90
14015357,Summer HOME 1 | Center City + Convention Center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQwMTUzNTc%3D/original/ce680b6b-04d5-4cf8-86c4-7dde98f8864d.jpeg,53,27666331,Long,,,TRUE,39.9569,-75.1599,2,1,1,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Game console,Books and reading material,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Toaster,Baking sheet,Blender,Rice maker,Dining table,Coffee,Long term stays allowed",,FALSE,2,Strict,USD,,,129,4.87,4.9,5,4.8,5,4.8,4.9,25875,25875,103.2,103.2,0.693,0.923,70.9,70.9,94.4,94.4,253,91,112,365,3409,3409,104.9,104.9,0.356,0.744,37.9,37.9,79.3,79.3,32,47,58,90
14028141,Perfect location for staying in Philly,Entire home,entire_home,https://a0.muscache.com/im/pictures/e9c56bab-45a4-40a8-818f-6de5807dcbf4.jpg,15,83972904,Sasha,,,FALSE,39.9742,-75.1402,8,3,5,2,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,Ethernet connection,TV,Pack ’n play/Travel crib,Changing table,Board games,Air conditioning,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Barbecue utensils,Dining table,Coffee,Private entrance,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Outdoor kitchen,BBQ grill,Free street parking,Pets allowed,Luggage dropoff allowed,Breakfast,Long term stays allowed,Cleaning before checkout",,FALSE,2,Flexible,USD,125,0,163,4.88,4.9,5,4.8,5,4.9,4.9,23207,23207,148.7,148.7,0.345,0,52.3,52.3,0,0,126,0,239,365,5346,5346,154.5,154.5,0.322,0,48.3,48.3,0,0,29,0,61,90
14035999,"Bright, furnished room in Italian Market Area",Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQwMzU5OTk%3D/original/bfc5bba2-d9b9-4d10-9933-4b552ed9440e.jpeg,26,84070634,David,,,TRUE,39.9403,-75.1616,,,1,0,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Sound system,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Rice maker,Barbecue utensils,Dining table,Coffee,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Luggage dropoff allowed",,FALSE,31,Firm,USD,25,0,211,4.97,5,5,5,5,4.9,5,3581,3581,52.5,52.5,0.181,0.182,9.6,9.6,9.7,9.7,66,3,299,365,1968,1968,55.7,55.7,0.378,0.391,21.3,21.3,22,22,34,3,56,90
14101202,City Oasis Suite #2. Near Transit Hub. 1-2 People.,Private room in home,private_room,https://a0.muscache.com/im/pictures/25c0dcd7-c490-44b5-a7bd-6aa85279bd5e.jpg,26,4980348,John,,,TRUE,40.0454,-75.1311,,,1,0,TRUE,"Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Essentials,Bed linens,Iron,Clothing storage,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Microwave,Mini fridge,Coffee maker,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Hammock,Outdoor dining area,Free street parking,Long term stays allowed",,FALSE,1,Limited,USD,10,15,325,4.92,4.9,5,4.9,5,4.8,4.9,14913,14913,62,62,0.63,0.646,39.8,39.8,40.8,40.8,230,9,135,365,3556,3556,67,67,0.544,0.605,39,39,43.3,43.3,49,9,41,90
14116758,Charming Student Lodging in Trendy E. Passyunk,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/be0929e6-04af-43d6-bd5e-e10d6af4cde3.jpg,18,54526114,Aleida,,,TRUE,39.9277,-75.1672,,,1,0,FALSE,"TV,Wifi,Air conditioning,Kitchen,Hot water,Bed linens,Free street parking,Outdoor furniture,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area",FALSE,FALSE,31,Moderate,USD,150,0,62,4.9,4.8,5,4.8,5,5,4.9,4647,4647,45.3,45.3,0.288,0.339,12.7,12.7,15,15,105,55,260,365,46,46,46.1,46.1,0.011,0,0.5,0.5,0,0,1,0,89,90
14384576,Graduate Hospital Area Small Room 110 Yr Old Home,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/2c821d32-5274-421d-ac1b-59cb264dcd78.jpg,41,41586845,Ana,,,TRUE,39.9425,-75.1819,,,1,0,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Portable fans,Conditioner,Mini fridge,Cleaning products,Heating,Coffee,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Freezer,Rice maker,Bathtub,Blender,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Barbecue utensils",FALSE,FALSE,31,Flexible,USD,,,234,4.95,5,5,5,5,4.9,5,759,759,44.8,44.8,0.047,0,2.1,2.1,0,0,17,0,348,365,181,181,43.7,43.7,0.044,0,2,2,0,0,4,0,86,90
14537519,South Philadelphia Tranquility!,Private room in home,private_room,https://a0.muscache.com/im/ml/photo_enhancement/pictures/114e568b-79e9-48d1-b8cf-eda6f1e7b171.jpg,36,89157018,Kathy,,,FALSE,39.9202,-75.1703,,,1,0,FALSE,"TV,Wifi,Air conditioning,Kitchen,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",,,31,Strict,USD,562,,270,4.86,4.9,4.9,4.8,5,4.8,4.9,1102,1102,39.2,39.2,0.082,0.086,3,3,3.2,3.2,30,17,335,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
14595938,Top of Chestnut Hill,Private room in home,private_room,https://a0.muscache.com/im/pictures/a9b93922-1ee3-42f8-bbb7-7152cbd08cdf.jpg,12,31181780,Lawrence D,,,FALSE,40.0763,-75.209,,,1,0,FALSE,"Washer,Dryer,Smoke alarm,Wifi,Air conditioning,Essentials,Paid parking off premises,Hangers,Hot water,Iron,Breakfast,Free street parking,Coffee maker,Bathtub,Heating",,FALSE,31,Moderate,USD,,,132,4.84,4.9,5,4.9,5,5,4.9,3073,3073,51.9,51.9,0.164,0.21,8.4,8.4,10.7,10.7,60,79,305,365,698,698,47.7,47.7,0.167,0,7.8,7.8,0,0,15,0,75,90
14654219,The Magnolia Tree House and Garden Apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ2NTQyMTk%3D/original/6c41854b-b93f-4710-b061-e30425020734.png,30,33659733,Dafna,,,TRUE,40.0267,-75.2178,2,1,2,1,TRUE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Books and reading material,Conditioner,Free street parking,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Outdoor dining area,Freezer,Private entrance,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Fire pit,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Barbecue utensils,Toaster",FALSE,FALSE,31,Moderate,USD,,,174,4.93,4.9,4.9,5,5,4.9,4.9,6120,6120,90.7,90.7,0.162,0.238,16.8,16.8,24.7,24.7,59,117,306,365,0,0,69.5,69.5,0,0,0,0,0,0,0,0,90,90
14682020,Artsy Hidden Gem + Free Parking,Private room,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-14682020/original/6cd21ef6-3005-4d02-88a7-7c6fad6d6997.png,6,9906126,⁨♥Artsy Hidden Gem♥⁩,,,FALSE,39.9853,-75.1319,2,1,1,1,TRUE,"TV,Wifi,Air conditioning,Hot water kettle,Books and reading material,Portable fans,Ceiling fan,Conditioner,Free street parking,Laundromat nearby,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Bathtub,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Toaster",FALSE,FALSE,1,Flexible,USD,0,0,257,4.95,4.9,5,5,5,4.5,4.9,2214,2214,105.2,105.2,0.052,0,6.1,6.1,0,0,19,0,346,365,516,516,86.6,86.6,0.056,0,5.7,5.7,0,0,5,0,85,90
14757381,Modern & Cozy Central Philly Apt by Geno's & Pat's,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ3NTczODE=/original/52e680cb-47d2-44a2-92fd-4078a49196d4.jpeg,30,89085501,Frances,"83783257,538223623","Jack,Jing",FALSE,39.9367,-75.1634,3,1,2,1,TRUE,"TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Paid parking off premises,Pets allowed,Conditioner,Free street parking,Cleaning products,Heating,Coffee,Clothing storage,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Pack ’n play/Travel crib,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Luggage dropoff allowed,Long term stays allowed,Dining table,Toaster",FALSE,FALSE,1,Moderate,USD,0,0,451,4.77,4.8,4.9,4.8,4.9,4.6,4.7,17152,17152,124,124,0.438,0.661,47,47,70.9,70.9,160,123,205,365,0,0,156.9,156.9,0,0,0,0,0,0,0,90,90,90
14933347,Anam Cara Accommodations for weekly or monthly.,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/af5c4f14-ce12-4766-9789-adad8f2b48e9.jpg,7,1337686,Teresa,,,TRUE,40.0712,-75.1994,2,1,2,1,TRUE,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Trash compactor,Free street parking,Cleaning products,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Bathtub,Blender,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Toaster",FALSE,FALSE,7,Firm,USD,105,10,20,4.9,4.8,5,4.8,4.9,5,4.9,6029,6029,96.8,96.8,0.156,0.21,14.8,14.8,19.9,19.9,57,94,308,365,2891,2891,93.2,93.2,0.311,0.322,28.6,28.6,29.6,29.6,28,3,62,90
14995324,Knowledgeable & Ready 1옷room ☞ Interview&Step2CS❤️,Private room in home,private_room,https://a0.muscache.com/im/pictures/8450c9a0-5201-445c-8554-f067b26ca2da.jpg,23,15856042,Vanessa,,,FALSE,39.9606,-75.2026,,,1,0,TRUE,"Hair dryer,Shampoo,Body soap,Hot water,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Dining table,Laundromat nearby,Free street parking,Luggage dropoff allowed",,FALSE,31,Moderate,USD,10,0,383,4.72,4.8,4.9,4.8,4.9,4.6,4.7,6476,6476,50,50,0.34,0,17.6,17.6,0,0,124,0,241,365,204,204,47.9,47.9,0.044,0,2.2,2.2,0,0,4,0,86,90
15192068,CONTACT HOST: 1950 South Philly Italian Row Home,Entire home,entire_home,https://a0.muscache.com/im/pictures/8f19f894-7430-4fbb-9ffd-323d4eae19f7.jpg,13,7329926,Ryan,,,FALSE,39.9229,-75.1651,6,3,3,1,TRUE,"Washer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Wifi,Kitchen,Refrigerator,Microwave,Dishes and silverware,Private entrance,Free street parking",,FALSE,31,Strict,USD,125,0,47,4.49,4.7,4.8,4.6,4.7,4.7,4.4,3575,3575,149,149,0.09,0,8.1,8.1,0,0,33,0,332,365,0,0,228.5,228.5,0,0,0,0,0,0,0,0,90,90
15285500,Studio Loft in ❤️ Old City + River Views +Parking 🚙,Entire loft,entire_home,https://a0.muscache.com/im/pictures/46e17f0a-a495-4bb5-8e21-ac303c7dcb84.jpg,14,97289396,William,515825182,The Brownstone At Old City,TRUE,39.9474,-75.144,3,,1,1,TRUE,"Wifi,Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Refrigerator,Microwave,Coffee maker,Private entrance,Free parking on premises,Pets allowed",,FALSE,1,Moderate,USD,48,25,683,4.73,4.8,4.8,4.7,4.8,4.9,4.7,27819,27819,119.7,119.7,0.553,0,67,67,0,0,202,0,163,365,6093,6093,108,108,0.544,0,58.6,58.6,0,0,49,0,41,90
15286202,Trendy Apartment in the Heart of Grad Hospital,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-15286202/original/30ad425b-4df3-4150-9b0d-63756d033819.jpeg,33,41860807,Michael,28662053,Cara,TRUE,39.9439,-75.181,2,1,1,1,TRUE,"Wifi,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Wine glasses,Dining table,Free street parking,Luggage dropoff allowed,Long term stays allowed",,FALSE,2,Firm,USD,65,0,358,4.83,4.8,5,4.8,4.9,4.9,4.8,29443,29443,126.5,126.5,0.581,0.622,73.7,73.7,78.9,78.9,212,24,153,365,4335,4335,133.4,133.4,0.3,0.409,42.4,42.4,57.8,57.8,27,24,63,90
15296384,Anam Cara Furnished Apt.,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/b945b0a1-4e32-4d24-837a-6f02ce1a259b.jpg,6,1337686,Teresa,,,TRUE,40.0733,-75.1972,2,,4,1,TRUE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Free street parking,Cleaning products,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Bathtub,Blender,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Dining table,Toaster",,FALSE,7,Firm,USD,120,10,33,4.97,4.9,5,4.9,5,5,4.9,20450,20450,121,121,0.433,0,52.1,52.1,0,0,158,0,207,365,6111,6111,136.8,136.8,0.478,0,63.9,63.9,0,0,43,0,47,90
15432011,Urban Hipster MicroSpace PrivateBathDeck Fishtown,Private room in home,private_room,https://a0.muscache.com/im/pictures/9694faee-1dc7-406f-b804-19b9daa42218.jpg,21,5611283,Alberto & Xavier,"168748262,579130431","Annette,Alberto",TRUE,39.9776,-75.1315,,,2,0,TRUE,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Outlet covers,Air conditioning,Indoor fireplace,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Coffee,Waterfront,Private entrance,Laundromat nearby,Patio or balcony,Outdoor furniture,Beach essentials,Free street parking,Paid parking off premises,Pets allowed,Long term stays allowed",,FALSE,2,Moderate,USD,0,10,271,4.67,4.7,4.8,4.8,4.9,4.9,4.6,10957,10957,84.7,84.7,0.329,0.345,30,30,31.5,31.5,120,17,245,365,2179,2179,74.2,74.2,0.311,0.318,24.2,24.2,24.8,24.8,28,2,62,90
15513272,2Bedroom 2 Bath Apartment in the Heart of Philadel,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/prohost-api/Hosting-15513272/original/d1c39860-fab9-4feb-b29a-80b5ccc29ae9.jpeg,34,16644446,Corporate Housing,,,TRUE,39.9525,-75.1742,5,2,3,2,TRUE,"TV,Blender,Wifi,Air conditioning,Kitchen,Hot water kettle,Pets allowed,Hot water,Gym,Elevator,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Drying rack for clothing,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Washer,Dryer,Smoke alarm,Exercise equipment,Carbon monoxide alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Private entrance,Toaster,Bathtub",,TRUE,3,Moderate,USD,140,0,33,4.55,4.7,4.8,4.5,4.7,4.9,4.5,34448,34448,332.7,332.7,0.26,0.287,85.6,85.6,94.3,94.3,95,34,270,365,9253,9253,345.7,345.7,0.267,0,93.5,93.5,0,0,24,0,66,90
15559799,Beautiful loft space in renovated textile mill.,Entire loft,entire_home,https://a0.muscache.com/im/pictures/6ae67a8d-f463-4c67-8e4c-2d91d103f0bf.jpg,19,19988564,Maryanne,,,TRUE,40.0241,-75.2143,6,2,2,1,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Patio or balcony,Free street parking",,FALSE,1,Flexible,USD,45,0,721,4.95,5,5,4.9,5,4.9,4.9,35560,35560,146.2,146.2,0.6,0,89.2,89.2,0,0,219,0,146,365,7653,7653,156.6,156.6,0.467,0,78.5,78.5,0,0,42,0,48,90
15830236,2BR Manayunk Cozy Trinity near train/main st mnyk,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-15830236/original/66afb717-42f9-409b-8fe2-9a4b918bdab4.jpeg,45,36980589,Rob,,,FALSE,40.0254,-75.2191,4,2,2,1,FALSE,"TV,Wifi,Air conditioning,Fireplace guards,Kitchen,Pack ’n play/Travel crib,Pets allowed,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Outdoor dining area",,FALSE,31,Strict,USD,,,93,4.76,4.8,4.9,4.7,4.9,5,4.7,1613,1613,117.4,117.4,0.036,0.042,4.4,4.4,5.2,5.2,13,52,352,365,0,0,107.1,107.1,0,0,0,0,0,0,0,47,90,90
15889897,"2-Room Suite - Walk to Museums, U of PA, Drexel",Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/6f1ce188-d6bc-4d94-a3f3-fe7c1aefb4ba.jpg,7,71853889,Beth,,,TRUE,39.9632,-75.1976,,,2,0,TRUE,"Bathtub,Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,Books and reading material,Pack ’n play/Travel crib,Air conditioning,Ceiling fan,Heating,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Toaster,Baking sheet,Dining table,Coffee,Laundromat nearby,Patio or balcony,Free street parking,Luggage dropoff allowed",,FALSE,1,Moderate,USD,0,0,889,4.88,4.9,5,4.8,5,4.8,4.9,18886,18886,57.9,57.9,0.893,0,51.7,51.7,0,0,326,0,39,365,4463,4463,58.1,58.1,0.856,0,49.6,49.6,0,0,77,0,13,90
15931601,The Historic Walkable Washington Square West Home,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/a1f47824-9dea-42b4-b01d-102e91bbc385.jpg,66,37784045,Brook,2577409,Zachary,TRUE,39.9459,-75.1626,4,2,2,2,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Books and reading material,Pack ’n play/Travel crib,Children’s books and toys,High chair,Board games,Baby safety gates,Air conditioning,Ceiling fan,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Private entrance,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Luggage dropoff allowed",,FALSE,5,Firm,USD,199,0,117,4.95,4.9,5,5,5,5,4.9,59586,59586,241.4,241.4,0.584,0,144.2,144.2,0,0,213,0,152,365,12456,12456,241.8,241.8,0.5,0,122.9,122.9,0,0,45,0,45,90
15942480,2BR Trinity with Backyard  Queen Village,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTU5NDI0ODA%3D/original/8083fa17-3f29-4a0e-8d87-ac683ec0eb5d.jpeg,23,151303,John-Paul,,,TRUE,39.9377,-75.146,5,2,1,1,TRUE,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Patio or balcony,Backyard,BBQ grill,Pets allowed,Luggage dropoff allowed",,FALSE,2,Limited,USD,75,0,39,4.95,5,5,4.8,5,5,4.9,16220,16220,207.8,207.8,0.2,0,40.3,40.3,0,0,73,0,292,365,2293,2293,203.9,203.9,0.111,0,23,23,0,0,10,0,80,90
